"","well","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","combined_data$Strain_nice"
"11783","11783_F3_E. coli_",1,1,1,0,1,1,1,1,"E. coli"
"11784","11784_E9_E. coli_",1,1,1,1,0,0,0,1,"E. coli"
"11785","11785_D11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11786","11786_D11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11787","11787_C10_E. coli_",1,1,1,0,0,1,1,0,"E. coli"
"11788","11788_B8_E. coli_",1,1,1,0,0,0,0,0,"E. coli"
"11789","11789_F8_E. coli_",1,1,0,1,0,0,0,1,"E. coli"
"11790","11790_F4_E. coli_",0,1,0,1,0,0,0,0,"E. coli"
"11791","11791_B11_E. coli_",1,0,0,0,0,1,1,0,"E. coli"
"11792","11792_B8_E. coli_",1,1,1,0,0,0,0,0,"E. coli"
"11793","11793_E8_E. coli_",1,1,1,1,1,0,1,0,"E. coli"
"11794","11794_D9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11795","11795_D7_E. coli_",1,1,1,1,0,0,0,0,"E. coli"
"11796","11796_G3_E. coli_",1,1,0,1,1,1,1,1,"E. coli"
"11797","11797_E8_E. coli_",1,1,1,1,1,0,1,0,"E. coli"
"11798","11798_D7_E. coli_",1,1,1,1,0,0,0,0,"E. coli"
"11799","11799_C6_E. coli_",0,1,1,0,1,0,1,1,"E. coli"
"11800","11800_B3_E. coli_",1,0,0,0,0,1,1,1,"E. coli"
"11801","11801_G11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11802","11802_B11_E. coli_",1,0,0,0,0,1,1,0,"E. coli"
"11803","11803_D3_E. coli_",1,1,0,0,0,0,0,0,"E. coli"
"11804","11804_E2_E. coli_",1,0,0,0,1,1,1,0,"E. coli"
"11805","11805_D9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11806","11806_B9_E. coli_",1,1,1,1,0,1,0,1,"E. coli"
"11807","11807_G6_E. coli_",0,0,0,0,1,1,0,1,"E. coli"
"11808","11808_B9_E. coli_",1,1,1,1,0,1,0,1,"E. coli"
"11809","11809_D7_E. coli_",1,1,1,1,0,0,0,0,"E. coli"
"11810","11810_B7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11811","11811_E2_E. coli_",1,0,0,0,1,1,1,0,"E. coli"
"11812","11812_F5_E. coli_",0,0,1,0,1,0,0,0,"E. coli"
"11813","11813_F10_E. coli_",1,1,0,1,1,1,0,0,"E. coli"
"11814","11814_G2_E. coli_",0,0,0,0,0,1,0,0,"E. coli"
"11815","11815_B2_E. coli_",1,0,0,0,0,0,0,0,"E. coli"
"11816","11816_F4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11817","11817_D3_E. coli_",1,1,0,0,0,0,0,0,"E. coli"
"11818","11818_C6_E. coli_",0,1,1,0,1,0,1,1,"E. coli"
"11819","11819_E11_E. coli_",1,0,1,0,1,1,1,1,"E. coli"
"11820","11820_F5_E. coli_",0,1,1,1,0,0,1,1,"E. coli"
"11821","11821_D2_E. coli_",0,1,1,1,0,1,1,1,"E. coli"
"11822","11822_D2_E. coli_",0,1,1,1,0,1,1,1,"E. coli"
"11823","11823_F7_E. coli_",0,0,1,0,1,1,0,1,"E. coli"
"11824","11824_F9_E. coli_",1,1,0,0,0,0,1,1,"E. coli"
"11825","11825_D4_E. coli_",1,0,0,1,1,0,1,1,"E. coli"
"11826","11826_F4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11827","11827_B2_E. coli_",1,0,0,0,0,0,0,0,"E. coli"
"11828","11828_G9_E. coli_",1,0,0,1,1,0,0,0,"E. coli"
"11829","11829_B6_E. coli_",0,0,0,1,1,0,0,1,"E. coli"
"11830","11830_B6_E. coli_",0,0,0,1,1,0,0,1,"E. coli"
"11831","11831_B2_E. coli_",1,0,0,0,0,0,0,0,"E. coli"
"11832","11832_C11_E. coli_",1,1,0,1,0,1,1,0,"E. coli"
"11833","11833_C11_E. coli_",1,1,0,1,0,1,1,0,"E. coli"
"11834","11834_B6_E. coli_",0,0,0,1,1,0,0,1,"E. coli"
"11835","11835_D8_E. coli_",1,1,0,1,0,1,0,0,"E. coli"
"11836","11836_D11_E. coli_",1,0,1,0,0,0,1,1,"E. coli"
"11837","11837_B10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11838","11838_B10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11839","11839_D2_E. coli_",0,1,1,1,0,1,1,1,"E. coli"
"11840","11840_E9_E. coli_",1,1,1,0,1,1,0,1,"E. coli"
"11841","11841_F5_E. coli_",0,0,1,0,1,0,0,0,"E. coli"
"11842","11842_B9_E. coli_",1,0,1,1,0,0,0,0,"E. coli"
"11843","11843_B2_E. coli_",1,0,0,0,0,0,0,0,"E. coli"
"11844","11844_E3_E. coli_",0,1,1,1,0,0,1,0,"E. coli"
"11845","11845_B9_E. coli_",1,1,1,1,0,1,0,1,"E. coli"
"11846","11846_D8_E. coli_",1,1,0,1,0,1,0,0,"E. coli"
"11847","11847_E11_E. coli_",0,1,1,1,0,0,0,0,"E. coli"
"11848","11848_D4_E. coli_",1,0,0,0,0,0,0,1,"E. coli"
"11849","11849_D4_E. coli_",1,0,0,0,0,0,0,1,"E. coli"
"11850","11850_D4_E. coli_",1,0,0,0,0,0,0,1,"E. coli"
"11851","11851_E8_E. coli_",1,1,0,0,0,1,0,0,"E. coli"
"11852","11852_E3_E. coli_",0,1,1,1,0,0,1,0,"E. coli"
"11853","11853_D4_E. coli_",1,0,0,1,1,0,1,1,"E. coli"
"11854","11854_D8_E. coli_",1,1,0,1,0,1,0,0,"E. coli"
"11855","11855_F4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11856","11856_D3_E. coli_",1,1,1,1,1,0,1,1,"E. coli"
"11857","11857_B3_E. coli_",0,0,0,0,0,0,1,0,"E. coli"
"11858","11858_B7_E. coli_",0,0,0,0,1,0,1,1,"E. coli"
"11859","11859_C7_E. coli_",0,1,0,0,1,1,1,1,"E. coli"
"11860","11860_D8_E. coli_",1,1,0,1,0,1,0,0,"E. coli"
"11861","11861_B3_E. coli_",0,0,0,0,0,0,1,0,"E. coli"
"11862","11862_C7_E. coli_",0,1,0,0,1,1,1,1,"E. coli"
"11863","11863_E10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11864","11864_B9_E. coli_",1,1,0,0,1,0,1,0,"E. coli"
"11865","11865_F11_E. coli_",1,1,0,0,1,1,1,0,"E. coli"
"11866","11866_B7_E. coli_",0,0,0,0,1,0,1,1,"E. coli"
"11867","11867_B7_E. coli_",0,0,0,0,1,0,1,1,"E. coli"
"11868","11868_B3_E. coli_",0,0,0,0,0,0,1,0,"E. coli"
"11869","11869_B7_E. coli_",0,0,0,0,1,0,1,1,"E. coli"
"11870","11870_D4_E. coli_",1,0,0,0,0,0,0,1,"E. coli"
"11871","11871_E9_E. coli_",1,1,1,0,1,1,0,1,"E. coli"
"11872","11872_E4_E. coli_",0,1,1,0,0,1,0,1,"E. coli"
"11873","11873_G2_E. coli_",0,0,1,1,1,1,1,1,"E. coli"
"11874","11874_C10_E. coli_",1,0,0,1,0,0,1,0,"E. coli"
"11875","11875_E4_E. coli_",0,1,1,0,0,1,0,1,"E. coli"
"11876","11876_E9_E. coli_",1,1,1,0,1,1,0,1,"E. coli"
"11877","11877_F5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11878","11878_D3_E. coli_",1,1,1,1,1,0,1,1,"E. coli"
"11879","11879_D9_E. coli_",1,1,0,0,0,1,1,0,"E. coli"
"11880","11880_F6_E. coli_",0,0,0,1,0,0,1,0,"E. coli"
"11881","11881_F7_E. coli_",0,0,1,1,1,0,1,1,"E. coli"
"11882","11882_C5_E. coli_",0,0,1,0,0,1,1,0,"E. coli"
"11883","11883_B11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11884","11884_B3_E. coli_",0,0,0,0,0,0,1,0,"E. coli"
"11885","11885_E9_E. coli_",1,0,1,0,0,0,1,0,"E. coli"
"11886","11886_E6_E. coli_",0,0,0,1,0,0,1,1,"E. coli"
"11887","11887_D3_E. coli_",1,1,1,1,1,0,1,1,"E. coli"
"11888","11888_B11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11889","11889_C5_E. coli_",0,0,1,0,0,1,1,0,"E. coli"
"11890","11890_C10_E. coli_",1,1,0,1,1,1,0,1,"E. coli"
"11891","11891_G6_E. coli_",0,0,1,1,1,0,0,1,"E. coli"
"11892","11892_G10_E. coli_",1,0,1,0,1,0,0,1,"E. coli"
"11893","11893_C2_E. coli_",1,0,0,1,0,1,0,1,"E. coli"
"11894","11894_C8_E. coli_",0,0,0,1,1,1,1,1,"E. coli"
"11895","11895_F10_E. coli_",1,1,0,0,1,1,1,1,"E. coli"
"11896","11896_C8_E. coli_",0,0,0,1,1,1,1,1,"E. coli"
"11897","11897_G8_E. coli_",1,1,0,0,1,1,0,0,"E. coli"
"11898","11898_E4_E. coli_",0,1,1,0,0,1,0,1,"E. coli"
"11899","11899_B8_E. coli_",1,1,1,0,0,0,0,1,"E. coli"
"11900","11900_F5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11901","11901_F3_E. coli_",0,1,0,0,0,1,0,1,"E. coli"
"11902","11902_C5_E. coli_",0,0,1,0,0,1,1,0,"E. coli"
"11903","11903_C2_E. coli_",1,0,0,1,0,1,0,1,"E. coli"
"11904","11904_E11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11905","11905_C11_E. coli_",1,0,0,0,0,1,0,1,"E. coli"
"11906","11906_B4_E. coli_",1,0,0,0,0,1,0,0,"E. coli"
"11907","11907_B5_E. coli_",0,1,0,1,1,0,1,0,"E. coli"
"11908","11908_B4_E. coli_",1,0,0,0,0,1,0,0,"E. coli"
"11909","11909_D5_E. coli_",0,1,0,0,0,0,0,1,"E. coli"
"11910","11910_C11_E. coli_",1,0,1,1,1,0,1,1,"E. coli"
"11911","11911_D5_E. coli_",0,1,0,0,0,0,0,1,"E. coli"
"11912","11912_F7_E. coli_",0,0,0,0,0,1,0,1,"E. coli"
"11913","11913_G11_E. coli_",1,0,0,1,1,0,0,1,"E. coli"
"11914","11914_D5_E. coli_",0,1,0,0,0,0,0,1,"E. coli"
"11915","11915_D9_E. coli_",1,1,0,0,0,1,1,0,"E. coli"
"11916","11916_G11_E. coli_",1,0,0,1,1,0,0,1,"E. coli"
"11917","11917_G9_E. coli_",1,1,1,0,1,0,1,0,"E. coli"
"11918","11918_C11_E. coli_",1,0,0,0,0,1,0,1,"E. coli"
"11919","11919_D6_E. coli_",0,1,1,0,0,1,1,1,"E. coli"
"11920","11920_G5_E. coli_",0,1,1,0,1,1,1,0,"E. coli"
"11921","11921_C3_E. coli_",0,1,1,1,1,0,0,0,"E. coli"
"11922","11922_D4_E. coli_",1,1,1,1,1,1,1,1,"E. coli"
"11923","11923_G6_E. coli_",0,0,1,1,1,0,0,1,"E. coli"
"11924","11924_B4_E. coli_",1,0,0,0,0,1,0,0,"E. coli"
"11925","11925_E7_E. coli_",1,1,1,0,1,0,0,0,"E. coli"
"11926","11926_F10_E. coli_",1,1,0,0,1,1,1,1,"E. coli"
"11927","11927_E10_E. coli_",1,0,1,0,1,1,0,0,"E. coli"
"11928","11928_B8_E. coli_",1,1,1,0,0,0,0,1,"E. coli"
"11929","11929_B2_E. coli_",0,1,1,1,1,1,0,1,"E. coli"
"11930","11930_E3_E. coli_",1,0,1,0,0,0,0,0,"E. coli"
"11931","11931_B8_E. coli_",1,1,1,0,0,0,0,1,"E. coli"
"11932","11932_D4_E. coli_",1,1,1,1,1,1,1,1,"E. coli"
"11933","11933_E10_E. coli_",1,0,1,0,1,1,0,0,"E. coli"
"11934","11934_E10_E. coli_",1,0,1,0,1,1,0,0,"E. coli"
"11935","11935_F10_E. coli_",1,1,0,0,1,1,1,1,"E. coli"
"11936","11936_C3_E. coli_",0,1,1,1,1,0,0,0,"E. coli"
"11937","11937_F6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11938","11938_F7_E. coli_",0,0,0,0,0,1,0,1,"E. coli"
"11939","11939_B8_E. coli_",1,1,1,0,0,0,0,1,"E. coli"
"11940","11940_F7_E. coli_",0,0,0,0,0,1,0,1,"E. coli"
"11941","11941_F7_E. coli_",0,0,0,0,0,1,0,1,"E. coli"
"11942","11942_B2_E. coli_",0,1,1,1,1,1,0,1,"E. coli"
"11943","11943_G3_E. coli_",1,1,0,1,1,1,1,1,"E. coli"
"11944","11944_B9_E. coli_",1,1,0,0,1,0,1,0,"E. coli"
"11945","11945_C6_E. coli_",0,0,0,1,0,1,1,0,"E. coli"
"11946","11946_E2_E. coli_",0,1,1,0,1,1,1,1,"E. coli"
"11947","11947_B9_E. coli_",1,1,0,0,1,0,1,0,"E. coli"
"11948","11948_F2_E. coli_",1,0,0,0,1,1,0,1,"E. coli"
"11949","11949_C9_E. coli_",1,1,1,1,0,0,1,1,"E. coli"
"11950","11950_D4_E. coli_",1,1,1,1,1,1,1,1,"E. coli"
"11951","11951_F6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11952","11952_F11_E. coli_",1,0,0,1,1,1,1,1,"E. coli"
"11953","11953_E5_E. coli_",0,1,0,1,0,1,0,1,"E. coli"
"11954","11954_C2_E. coli_",0,1,0,0,0,0,0,0,"E. coli"
"11955","11955_B4_E. coli_",1,0,0,0,0,1,0,0,"E. coli"
"11956","11956_F6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11957","11957_C3_E. coli_",0,1,1,1,1,0,0,0,"E. coli"
"11958","11958_E10_E. coli_",1,0,1,0,1,1,0,0,"E. coli"
"11959","11959_D6_E. coli_",0,0,0,1,1,0,0,0,"E. coli"
"11960","11960_D3_E. coli_",0,1,0,0,1,0,0,1,"E. coli"
"11961","11961_G4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11962","11962_D5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11963","11963_G2_E. coli_",0,1,0,1,0,0,0,1,"E. coli"
"11964","11964_D6_E. coli_",0,1,1,0,0,1,1,1,"E. coli"
"11965","11965_F11_E. coli_",1,0,0,1,1,1,1,1,"E. coli"
"11966","11966_D6_E. coli_",0,0,0,1,1,0,0,0,"E. coli"
"11967","11967_D6_E. coli_",0,0,0,1,1,0,0,0,"E. coli"
"11968","11968_C9_E. coli_",1,1,1,1,0,0,1,1,"E. coli"
"11969","11969_B5_E. coli_",0,1,0,0,0,1,0,0,"E. coli"
"11970","11970_D5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11971","11971_B5_E. coli_",0,1,0,0,0,1,0,0,"E. coli"
"11972","11972_E11_E. coli_",1,0,0,1,1,1,0,0,"E. coli"
"11973","11973_G7_E. coli_",0,0,1,0,1,0,1,1,"E. coli"
"11974","11974_C9_E. coli_",1,1,1,1,0,0,1,1,"E. coli"
"11975","11975_C4_E. coli_",0,1,1,0,1,0,0,1,"E. coli"
"11976","11976_G6_E. coli_",0,1,0,1,1,0,1,1,"E. coli"
"11977","11977_F9_E. coli_",1,1,1,0,1,0,1,1,"E. coli"
"11978","11978_E6_E. coli_",0,0,1,1,1,1,0,0,"E. coli"
"11979","11979_G10_E. coli_",1,1,0,1,1,0,1,0,"E. coli"
"11980","11980_G8_E. coli_",0,0,0,0,1,1,1,1,"E. coli"
"11981","11981_D11_E. coli_",1,1,0,1,0,1,0,1,"E. coli"
"11982","11982_E11_E. coli_",1,0,0,1,1,1,0,0,"E. coli"
"11983","11983_B5_E. coli_",0,1,0,0,0,1,0,0,"E. coli"
"11984","11984_C11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11985","11985_E8_E. coli_",1,1,0,0,0,1,0,0,"E. coli"
"11986","11986_F11_E. coli_",1,0,0,1,1,1,1,1,"E. coli"
"11987","11987_B9_E. coli_",1,1,0,0,1,0,1,0,"E. coli"
"11988","11988_D10_E. coli_",1,1,0,1,1,0,1,1,"E. coli"
"11989","11989_D11_E. coli_",1,1,0,1,0,1,0,1,"E. coli"
"11990","11990_F7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11991","11991_F7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11992","11992_G4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"11993","11993_F2_E. coli_",1,0,1,1,1,0,0,1,"E. coli"
"11994","11994_C4_E. coli_",0,1,1,0,1,0,0,1,"E. coli"
"11995","11995_C4_E. coli_",0,1,1,0,1,0,0,1,"E. coli"
"11996","11996_E11_E. coli_",1,0,0,1,1,1,0,0,"E. coli"
"11997","11997_C10_E. coli_",1,0,1,1,0,0,1,0,"E. coli"
"11998","11998_D4_E. coli_",0,0,1,1,0,0,1,0,"E. coli"
"11999","11999_C10_E. coli_",1,0,1,1,0,0,1,0,"E. coli"
"12000","12000_F8_E. coli_",1,1,0,0,0,0,1,0,"E. coli"
"12001","12001_D7_E. coli_",0,0,0,0,1,0,0,1,"E. coli"
"12002","12002_B5_E. coli_",0,1,0,0,0,1,0,0,"E. coli"
"12003","12003_D10_E. coli_",1,1,0,1,1,0,1,1,"E. coli"
"12004","12004_D6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12005","12005_C9_E. coli_",1,1,1,1,0,1,0,0,"E. coli"
"12006","12006_F9_E. coli_",1,1,1,0,1,0,1,1,"E. coli"
"12007","12007_D10_E. coli_",1,0,0,1,0,0,0,1,"E. coli"
"12008","12008_F4_E. coli_",0,1,1,0,0,0,1,1,"E. coli"
"12009","12009_E6_E. coli_",0,0,1,1,1,1,0,0,"E. coli"
"12010","12010_E4_E. coli_",0,1,1,0,0,0,0,0,"E. coli"
"12011","12011_G5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12012","12012_D6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12013","12013_C7_E. coli_",0,0,0,0,0,1,1,1,"E. coli"
"12014","12014_C10_E. coli_",1,0,1,1,0,0,1,0,"E. coli"
"12015","12015_G3_E. coli_",0,1,0,0,0,0,1,1,"E. coli"
"12016","12016_C5_E. coli_",0,1,0,1,1,0,0,1,"E. coli"
"12017","12017_B6_E. coli_",0,0,1,0,0,0,1,0,"E. coli"
"12018","12018_B6_E. coli_",0,1,1,0,1,1,0,1,"E. coli"
"12019","12019_B4_E. coli_",1,0,1,1,1,1,1,1,"E. coli"
"12020","12020_E4_E. coli_",0,1,1,0,0,0,0,0,"E. coli"
"12021","12021_G3_E. coli_",0,1,0,0,0,0,1,1,"E. coli"
"12022","12022_F8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12023","12023_B6_E. coli_",0,1,1,0,1,1,0,1,"E. coli"
"12024","12024_D8_E. coli_",1,1,1,1,1,1,0,0,"E. coli"
"12025","12025_C10_E. coli_",1,0,1,1,0,0,1,0,"E. coli"
"12026","12026_F6_E. coli_",0,0,0,0,1,1,1,0,"E. coli"
"12027","12027_F4_E. coli_",0,1,1,0,0,0,1,1,"E. coli"
"12028","12028_B6_E. coli_",0,0,1,0,0,0,1,0,"E. coli"
"12029","12029_E2_E. coli_",0,1,0,1,0,1,0,0,"E. coli"
"12030","12030_E7_E. coli_",0,0,1,0,1,1,1,0,"E. coli"
"12031","12031_C3_E. coli_",0,0,0,0,0,0,0,1,"E. coli"
"12032","12032_D7_E. coli_",0,0,0,0,1,0,0,1,"E. coli"
"12033","12033_B4_E. coli_",1,0,1,1,1,1,1,1,"E. coli"
"12034","12034_C5_E. coli_",0,1,0,1,1,0,0,1,"E. coli"
"12035","12035_F9_E. coli_",1,0,1,0,0,0,0,1,"E. coli"
"12036","12036_F8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12037","12037_F9_E. coli_",1,0,1,0,0,0,0,1,"E. coli"
"12038","12038_C7_E. coli_",0,0,1,1,0,1,0,1,"E. coli"
"12039","12039_B10_E. coli_",1,1,1,0,1,0,0,1,"E. coli"
"12040","12040_C5_E. coli_",0,1,0,1,1,0,0,1,"E. coli"
"12041","12041_D11_E. coli_",1,0,1,1,0,1,1,1,"E. coli"
"12042","12042_D6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12043","12043_D11_E. coli_",1,0,1,1,0,1,1,1,"E. coli"
"12044","12044_D8_E. coli_",1,1,1,1,1,1,0,0,"E. coli"
"12045","12045_D11_E. coli_",1,0,1,1,0,1,1,1,"E. coli"
"12046","12046_F9_E. coli_",1,0,1,0,0,0,0,1,"E. coli"
"12047","12047_C11_E. coli_",1,0,1,0,0,1,0,1,"E. coli"
"12048","12048_F3_E. coli_",1,0,1,0,1,0,1,1,"E. coli"
"12049","12049_C11_E. coli_",1,0,1,0,0,1,0,1,"E. coli"
"12050","12050_B3_E. coli_",0,1,0,0,1,1,0,0,"E. coli"
"12051","12051_E7_E. coli_",0,0,1,0,1,1,1,0,"E. coli"
"12052","12052_F8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12053","12053_F7_E. coli_",0,0,1,0,1,1,0,1,"E. coli"
"12054","12054_C4_E. coli_",1,0,0,0,0,0,1,0,"E. coli"
"12055","12055_B6_E. coli_",0,0,1,0,0,0,1,0,"E. coli"
"12056","12056_D8_E. coli_",1,1,0,0,1,0,0,0,"E. coli"
"12057","12057_B6_E. coli_",0,0,1,0,0,0,1,0,"E. coli"
"12058","12058_D11_E. coli_",1,0,0,0,0,0,1,1,"E. coli"
"12059","12059_C4_E. coli_",1,0,0,0,0,0,1,0,"E. coli"
"12060","12060_B7_E. coli_",0,0,0,0,1,1,0,0,"E. coli"
"12061","12061_D7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12062","12062_C11_E. coli_",1,0,1,0,0,1,0,1,"E. coli"
"12063","12063_B7_E. coli_",0,1,0,1,0,1,1,1,"E. coli"
"12064","12064_D8_E. coli_",1,1,0,0,1,0,0,0,"E. coli"
"12065","12065_E2_E. coli_",0,1,0,1,0,1,0,0,"E. coli"
"12066","12066_D3_E. coli_",0,1,1,1,0,1,0,0,"E. coli"
"12067","12067_D3_E. coli_",0,1,1,1,0,1,0,0,"E. coli"
"12068","12068_E10_E. coli_",1,1,1,0,0,0,1,1,"E. coli"
"12069","12069_F11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12070","12070_E8_E. coli_",0,0,0,1,1,0,1,1,"E. coli"
"12071","12071_D9_E. coli_",1,1,1,0,1,1,1,0,"E. coli"
"12072","12072_E3_E. coli_",0,1,0,0,0,1,1,0,"E. coli"
"12073","12073_F5_E. coli_",0,1,0,1,0,0,1,1,"E. coli"
"12074","12074_C8_E. coli_",1,1,0,1,1,0,0,0,"E. coli"
"12075","12075_C11_E. coli_",1,0,1,0,0,1,0,1,"E. coli"
"12076","12076_F5_E. coli_",0,1,0,1,0,0,1,1,"E. coli"
"12077","12077_G11_E. coli_",0,1,1,1,1,1,1,0,"E. coli"
"12078","12078_B2_E. coli_",1,1,0,0,1,0,1,1,"E. coli"
"12079","12079_G10_E. coli_",1,0,0,0,1,0,0,1,"E. coli"
"12080","12080_F9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12081","12081_B7_E. coli_",0,0,0,0,1,1,0,0,"E. coli"
"12082","12082_B5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12083","12083_B9_E. coli_",1,0,1,1,0,0,0,0,"E. coli"
"12084","12084_G6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12085","12085_C7_E. coli_",0,0,0,0,1,0,1,0,"E. coli"
"12086","12086_F3_E. coli_",1,0,1,0,1,0,1,1,"E. coli"
"12087","12087_C4_E. coli_",1,0,0,1,1,1,0,1,"E. coli"
"12088","12088_G10_E. coli_",1,0,0,0,1,0,0,1,"E. coli"
"12089","12089_B10_E. coli_",1,1,0,1,1,1,1,0,"E. coli"
"12090","12090_F8_E. coli_",0,0,0,1,0,1,1,1,"E. coli"
"12091","12091_C6_E. coli_",0,1,0,0,1,0,1,1,"E. coli"
"12092","12092_F2_E. coli_",0,1,0,1,1,1,1,1,"E. coli"
"12093","12093_B5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12094","12094_F10_E. coli_",1,0,1,0,1,0,1,0,"E. coli"
"12095","12095_D9_E. coli_",1,0,1,0,0,1,0,0,"E. coli"
"12096","12096_F4_E. coli_",1,0,0,0,1,1,1,1,"E. coli"
"12097","12097_F10_E. coli_",1,0,1,0,1,0,1,0,"E. coli"
"12098","12098_G10_E. coli_",1,0,0,0,1,0,0,1,"E. coli"
"12099","12099_C9_E. coli_",1,1,0,0,1,0,0,1,"E. coli"
"12100","12100_E8_E. coli_",0,0,0,1,1,0,1,1,"E. coli"
"12101","12101_F7_E. coli_",1,1,1,0,0,1,0,0,"E. coli"
"12102","12102_D2_E. coli_",1,0,1,1,1,1,0,0,"E. coli"
"12103","12103_B7_E. coli_",0,0,0,0,1,1,0,0,"E. coli"
"12104","12104_F9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12105","12105_B6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12106","12106_E4_E. coli_",1,0,0,1,0,1,1,1,"E. coli"
"12107","12107_C4_E. coli_",0,0,1,1,0,1,0,0,"E. coli"
"12108","12108_G7_E. coli_",0,0,0,0,0,0,1,1,"E. coli"
"12109","12109_D8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12110","12110_C6_E. coli_",0,1,0,0,1,0,1,1,"E. coli"
"12111","12111_E5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12112","12112_G5_E. coli_",0,0,0,1,1,0,1,0,"E. coli"
"12113","12113_C2_E. coli_",0,1,1,0,0,0,0,1,"E. coli"
"12114","12114_C9_E. coli_",1,1,0,0,1,0,0,1,"E. coli"
"12115","12115_E6_E. coli_",0,0,0,1,0,1,0,0,"E. coli"
"12116","12116_G10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12117","12117_G5_E. coli_",0,0,0,1,1,0,1,0,"E. coli"
"12118","12118_D8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12119","12119_D4_E. coli_",0,1,1,0,0,1,1,0,"E. coli"
"12120","12120_F11_E. coli_",1,0,0,1,1,0,1,0,"E. coli"
"12121","12121_G5_E. coli_",0,0,0,1,1,0,1,0,"E. coli"
"12122","12122_B8_E. coli_",1,1,1,0,0,0,0,0,"E. coli"
"12123","12123_D6_E. coli_",0,0,0,1,0,1,0,1,"E. coli"
"12124","12124_D4_E. coli_",0,1,1,0,0,1,1,0,"E. coli"
"12125","12125_G2_E. coli_",1,0,1,1,0,1,1,0,"E. coli"
"12126","12126_D2_E. coli_",1,0,0,1,0,0,1,1,"E. coli"
"12127","12127_C3_E. coli_",1,1,1,1,1,1,0,1,"E. coli"
"12128","12128_D9_E. coli_",1,0,1,0,0,1,0,0,"E. coli"
"12129","12129_D8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12130","12130_G3_E. coli_",0,1,1,0,1,1,0,0,"E. coli"
"12131","12131_E2_E. coli_",0,0,0,1,0,0,0,0,"E. coli"
"12132","12132_D3_E. coli_",1,0,1,0,1,1,1,0,"E. coli"
"12133","12133_F6_E. coli_",0,0,1,1,1,0,1,0,"E. coli"
"12134","12134_E8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12135","12135_E10_E. coli_",1,1,0,1,0,1,1,1,"E. coli"
"12136","12136_C7_E. coli_",0,0,1,1,0,1,0,1,"E. coli"
"12137","12137_G7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12138","12138_E6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
